usage_date,connector,owner,environment,rows_synced,connector_cost_usd,warehouse_cost_usd,total_cost_usd,cost_per_million_rows_usd
2026-06-15,zendesk_tickets,support,production,359091,47.49,11.09,58.58,163.13
2026-06-16,google_ads,marketing,production,928051,69.01,22.08,91.09,98.15
2026-06-16,meta_ads,marketing,production,1088999,74.57,21.44,96.01,88.16
2026-06-16,netsuite_finance,finance,production,754732,103.43,19.51,122.94,162.89
2026-06-16,product_analytics,product,production,1695366,87.03,32.32,119.35,70.4
2026-06-16,shopify_orders,commerce,production,1966291,89.58,33.52,123.1,62.61
2026-06-16,subscription_events,growth,production,2375659,98.27,43.97,142.24,59.87
2026-06-16,warehouse_inventory,operations,production,1209226,75.85,22.34,98.19,81.2
2026-06-16,zendesk_tickets,support,production,357654,47.3,16.51,63.82,178.44
2026-06-17,google_ads,marketing,production,922558,68.6,19.22,87.82,95.19
2026-06-17,meta_ads,marketing,production,1002183,68.63,25.59,94.22,94.01
2026-06-17,netsuite_finance,finance,production,660044,90.45,17.34,107.79,163.31
2026-06-17,product_analytics,product,production,1823969,93.63,31.15,124.78,68.41
2026-06-17,shopify_orders,commerce,production,2083787,94.93,38.81,133.74,64.18
2026-06-17,subscription_events,growth,production,2808768,116.18,47.7,163.88,58.35
2026-06-17,warehouse_inventory,operations,production,1229471,77.12,22.94,100.06,81.38
2026-06-17,zendesk_tickets,support,production,369585,48.88,14.29,63.17,170.92
2026-06-18,google_ads,marketing,production,850276,63.23,20.07,83.3,97.97
2026-06-18,meta_ads,marketing,production,1011924,69.29,21.37,90.66,89.59
2026-06-18,netsuite_finance,finance,production,644575,88.33,15.8,104.13,161.55
2026-06-18,product_analytics,product,production,2024459,103.92,37.93,141.85,70.07
2026-06-18,shopify_orders,commerce,production,2538051,115.62,47.04,162.66,64.09
2026-06-18,subscription_events,growth,production,2677533,110.75,47.06,157.81,58.94
2026-06-18,warehouse_inventory,operations,production,1327049,83.24,24.05,107.29,80.85
2026-06-18,zendesk_tickets,support,production,352851,46.67,11.27,57.94,164.21
2026-06-19,google_ads,marketing,production,900862,66.99,19.85,86.84,96.4
2026-06-19,meta_ads,marketing,production,932369,63.85,24.19,88.03,94.42
2026-06-19,netsuite_finance,finance,production,663700,90.95,14.72,105.67,159.21
2026-06-19,product_analytics,product,production,1724756,88.54,33.54,122.07,70.78
2026-06-19,shopify_orders,commerce,production,1805006,82.23,36.92,119.15,66.01
2026-06-19,subscription_events,growth,production,2597593,107.45,42.75,150.19,57.82
2026-06-19,warehouse_inventory,operations,production,1186080,74.4,23.39,97.79,82.45
2026-06-19,zendesk_tickets,support,production,415832,55.0,14.58,69.58,167.33
2026-06-20,google_ads,marketing,production,751367,55.87,19.63,75.5,100.48
2026-06-20,meta_ads,marketing,production,844615,57.84,22.23,80.07,94.8
2026-06-20,netsuite_finance,finance,production,498983,68.38,17.54,85.92,172.19
2026-06-20,product_analytics,product,production,1574197,80.81,27.69,108.5,68.92
2026-06-20,shopify_orders,commerce,production,1694407,77.19,31.14,108.33,63.93
2026-06-20,subscription_events,growth,production,2229685,92.23,43.12,135.35,60.7
2026-06-20,warehouse_inventory,operations,production,1100670,69.04,23.41,92.46,84.0
2026-06-20,zendesk_tickets,support,production,320644,42.41,13.14,55.55,173.25
2026-06-21,google_ads,marketing,production,710675,52.85,21.03,73.88,103.96
2026-06-21,meta_ads,marketing,production,881884,60.39,20.9,81.29,92.18
2026-06-21,netsuite_finance,finance,production,520526,71.33,18.18,89.52,171.98
2026-06-21,product_analytics,product,production,1672162,85.84,32.95,118.79,71.04
2026-06-21,shopify_orders,commerce,production,1611942,73.43,28.45,101.89,63.21
2026-06-21,subscription_events,growth,production,2130922,88.14,36.35,124.49,58.42
2026-06-21,warehouse_inventory,operations,production,966646,60.64,18.79,79.42,82.16
2026-06-21,zendesk_tickets,support,production,298969,39.54,13.47,53.01,177.31
2026-06-22,google_ads,marketing,production,848811,63.12,17.54,80.66,95.03
2026-06-22,meta_ads,marketing,production,971842,66.55,23.53,90.08,92.69
2026-06-22,netsuite_finance,finance,production,588631,80.66,15.29,95.95,163.01
2026-06-22,product_analytics,product,production,1818554,93.35,30.74,124.09,68.24
2026-06-22,shopify_orders,commerce,production,2181126,99.36,36.85,136.21,62.45
2026-06-22,subscription_events,growth,production,2303375,95.28,39.4,134.68,58.47
2026-06-22,warehouse_inventory,operations,production,1404704,88.11,29.62,117.74,83.82
2026-06-22,zendesk_tickets,support,production,361389,47.8,15.41,63.21,174.91
2026-06-23,google_ads,marketing,production,841938,62.61,22.08,84.69,100.59
2026-06-23,meta_ads,marketing,production,1072350,73.43,25.12,98.55,91.9
2026-06-23,netsuite_finance,finance,production,681018,93.32,16.81,110.13,161.71
2026-06-23,product_analytics,product,production,1442582,74.05,25.75,99.8,69.18
2026-06-23,shopify_orders,commerce,production,1856731,84.58,31.3,115.88,62.41
2026-06-23,subscription_events,growth,production,2784330,115.17,50.27,165.44,59.42
2026-06-23,warehouse_inventory,operations,production,1319496,82.77,26.49,109.26,82.8
2026-06-23,zendesk_tickets,support,production,381195,50.42,13.74,64.16,168.31
2026-06-24,google_ads,marketing,production,955550,71.05,23.73,94.78,99.19
2026-06-24,meta_ads,marketing,production,1116482,76.45,22.64,99.1,88.76
2026-06-24,netsuite_finance,finance,production,652420,89.41,14.6,104.01,159.42
2026-06-24,product_analytics,product,production,1588941,81.57,28.63,110.2,69.35
2026-06-24,shopify_orders,commerce,production,5966070,271.79,89.79,361.58,60.61
2026-06-24,subscription_events,growth,production,2602045,107.63,48.33,155.96,59.94
2026-06-24,warehouse_inventory,operations,production,1349777,84.67,24.46,109.13,80.85
2026-06-24,zendesk_tickets,support,production,312902,41.38,15.82,57.2,182.8
2026-06-25,google_ads,marketing,production,990592,73.66,19.84,93.5,94.39
2026-06-25,meta_ads,marketing,production,1178936,80.73,24.14,104.87,88.95
2026-06-25,netsuite_finance,finance,production,666441,91.33,16.92,108.24,162.41
2026-06-25,product_analytics,product,production,1917884,98.45,33.87,132.32,68.99
2026-06-25,shopify_orders,commerce,production,2024507,92.23,36.83,129.06,63.75
2026-06-25,subscription_events,growth,production,2666594,110.3,42.82,153.12,57.42
2026-06-25,warehouse_inventory,operations,production,1384030,86.82,24.86,111.68,80.69
2026-06-25,zendesk_tickets,support,production,376071,49.74,15.09,64.83,172.39
2026-06-26,google_ads,marketing,production,880872,65.5,17.5,83.0,94.22
2026-06-26,meta_ads,marketing,production,1288469,88.23,28.89,117.12,90.9
2026-06-26,netsuite_finance,finance,production,502603,68.88,15.87,84.75,168.62
2026-06-26,product_analytics,product,production,1931512,99.15,33.09,132.24,68.46
2026-06-26,shopify_orders,commerce,production,2297832,104.68,37.63,142.31,61.93
2026-06-26,subscription_events,growth,production,2957702,122.34,49.91,172.25,58.24
2026-06-26,warehouse_inventory,operations,production,1327174,83.25,29.15,112.4,84.69
2026-06-26,zendesk_tickets,support,production,350559,46.36,15.88,62.25,177.57
2026-06-27,google_ads,marketing,production,779626,57.97,20.71,78.68,100.92
2026-06-27,meta_ads,marketing,production,977585,66.94,24.89,91.83,93.94
2026-06-27,netsuite_finance,finance,production,607583,83.26,17.16,100.42,165.28
2026-06-27,product_analytics,product,production,1187107,60.94,22.67,83.61,70.43
2026-06-27,shopify_orders,commerce,production,1842106,83.92,31.15,115.07,62.47
2026-06-27,subscription_events,growth,production,2301366,95.19,38.98,134.17,58.3
2026-06-27,warehouse_inventory,operations,production,1093378,68.58,22.6,91.18,83.39
2026-06-27,zendesk_tickets,support,production,292276,38.66,12.02,50.68,173.4
2026-06-28,google_ads,marketing,production,701517,52.16,16.48,68.65,97.86
2026-06-28,meta_ads,marketing,production,898756,61.55,22.44,83.98,93.44
2026-06-28,netsuite_finance,finance,production,501706,68.75,17.36,86.11,171.63
2026-06-28,product_analytics,product,production,1607527,82.52,32.8,115.32,71.74
2026-06-28,shopify_orders,commerce,production,1447329,65.93,29.48,95.41,65.92
2026-06-28,subscription_events,growth,production,2289271,94.69,37.55,132.25,57.77
2026-06-28,warehouse_inventory,operations,production,1281354,80.38,23.25,103.63,80.88
2026-06-28,zendesk_tickets,support,production,304889,40.32,9.33,49.65,162.85
2026-06-29,google_ads,marketing,production,906378,67.4,19.02,86.41,95.34
2026-06-29,meta_ads,marketing,production,1149349,78.71,28.03,106.74,92.87
2026-06-29,netsuite_finance,finance,production,666977,91.4,19.88,111.28,166.84
2026-06-29,product_analytics,product,production,1786282,91.7,32.09,123.79,69.3
2026-06-29,shopify_orders,commerce,production,1793022,81.68,30.18,111.86,62.39
2026-06-29,subscription_events,growth,production,2360433,97.64,39.78,137.41,58.21
2026-06-29,warehouse_inventory,operations,production,1291741,81.03,29.33,110.36,85.44
2026-06-29,zendesk_tickets,support,production,406180,53.72,14.57,68.29,168.13
2026-06-30,google_ads,marketing,production,895171,66.56,21.29,87.86,98.15
2026-06-30,meta_ads,marketing,production,1212195,83.01,28.79,111.8,92.23
2026-06-30,netsuite_finance,finance,production,689993,94.55,18.35,112.91,163.64
2026-06-30,product_analytics,product,production,1752978,89.99,30.22,120.21,68.57
2026-06-30,shopify_orders,commerce,production,2314279,105.43,43.92,149.35,64.53
2026-06-30,subscription_events,growth,production,2379279,98.42,39.7,138.11,58.05
2026-06-30,warehouse_inventory,operations,production,1210787,75.95,28.47,104.42,86.24
2026-06-30,zendesk_tickets,support,production,434820,57.51,11.84,69.35,159.49
2026-07-01,google_ads,marketing,production,923342,68.66,23.23,91.89,99.52
2026-07-01,meta_ads,marketing,production,1126671,77.15,25.62,102.77,91.22
2026-07-01,netsuite_finance,finance,production,563944,77.28,15.15,92.43,163.9
2026-07-01,product_analytics,product,production,1919090,98.51,37.16,135.67,70.69
2026-07-01,shopify_orders,commerce,production,2067496,94.19,39.02,133.21,64.43
2026-07-01,subscription_events,growth,production,2282765,94.42,41.61,136.03,59.59
2026-07-01,warehouse_inventory,operations,production,1364591,85.6,30.8,116.4,85.3
2026-07-01,zendesk_tickets,support,production,358290,47.39,15.04,62.43,174.24
2026-07-02,google_ads,marketing,production,860012,63.95,21.04,84.99,98.82
2026-07-02,meta_ads,marketing,production,2188262,149.85,39.41,189.26,86.49
2026-07-02,netsuite_finance,finance,production,607029,83.19,17.59,100.78,166.02
2026-07-02,product_analytics,product,production,1656729,85.05,28.9,113.95,68.78
2026-07-02,shopify_orders,commerce,production,1813479,82.61,31.51,114.13,62.93
2026-07-02,subscription_events,growth,production,2653440,109.76,47.68,157.44,59.33
2026-07-02,warehouse_inventory,operations,production,1255850,78.78,27.62,106.4,84.72
2026-07-02,zendesk_tickets,support,production,354035,46.82,12.79,59.61,168.37
2026-07-03,google_ads,marketing,production,859947,63.94,21.19,85.13,98.99
2026-07-03,meta_ads,marketing,production,894271,61.24,22.27,83.51,93.38
2026-07-03,netsuite_finance,finance,production,691649,94.78,18.84,113.62,164.27
2026-07-03,product_analytics,product,production,1526024,78.34,30.0,108.34,70.99
2026-07-03,shopify_orders,commerce,production,2174727,99.07,39.14,138.21,63.55
2026-07-03,subscription_events,growth,production,2721505,112.57,49.15,161.72,59.42
2026-07-03,warehouse_inventory,operations,production,1227968,77.03,24.56,101.59,82.73
2026-07-03,zendesk_tickets,support,production,319733,42.29,14.61,56.9,177.96
2026-07-04,google_ads,marketing,production,876653,65.19,23.88,89.07,101.6
2026-07-04,meta_ads,marketing,production,899667,61.61,18.95,80.55,89.53
2026-07-04,netsuite_finance,finance,production,464264,63.62,13.87,77.49,166.91
2026-07-04,product_analytics,product,production,1348485,69.22,26.69,95.92,71.13
2026-07-04,shopify_orders,commerce,production,1950067,88.84,32.65,121.49,62.3
2026-07-04,subscription_events,growth,production,2096361,86.71,39.97,126.68,60.43
2026-07-04,warehouse_inventory,operations,production,986070,61.85,21.49,83.34,84.52
2026-07-04,zendesk_tickets,support,production,300491,39.74,10.85,50.59,168.36
2026-07-05,google_ads,marketing,production,702576,52.24,16.32,68.56,97.58
2026-07-05,meta_ads,marketing,production,898513,61.53,21.23,82.76,92.11
2026-07-05,netsuite_finance,finance,production,509830,69.87,16.92,86.78,170.21
2026-07-05,product_analytics,product,production,1516448,77.84,32.79,110.63,72.95
2026-07-05,shopify_orders,commerce,production,1879337,85.61,37.77,123.39,65.66
2026-07-05,subscription_events,growth,production,2051602,84.86,34.1,118.96,57.98
2026-07-05,warehouse_inventory,operations,production,1130323,70.9,26.63,97.53,86.29
2026-07-05,zendesk_tickets,support,production,319683,42.28,12.97,55.25,172.83
2026-07-06,google_ads,marketing,production,797253,59.28,16.84,76.12,95.48
2026-07-06,meta_ads,marketing,production,1172621,80.3,24.36,104.65,89.24
2026-07-06,netsuite_finance,finance,production,633013,86.75,15.45,102.2,161.45
2026-07-06,product_analytics,product,production,1867320,95.86,35.53,131.38,70.36
2026-07-06,shopify_orders,commerce,production,2069069,94.26,38.46,132.72,64.14
2026-07-06,subscription_events,growth,production,2522997,104.36,44.27,148.63,58.91
2026-07-06,warehouse_inventory,operations,production,1235838,77.52,23.81,101.33,81.99
2026-07-06,zendesk_tickets,support,production,332932,44.03,15.52,59.55,178.87
2026-07-07,google_ads,marketing,production,862980,64.17,21.5,85.67,99.27
2026-07-07,meta_ads,marketing,production,1119071,76.63,26.98,103.62,92.59
2026-07-07,netsuite_finance,finance,production,677733,92.87,14.6,107.48,158.59
2026-07-07,product_analytics,product,production,1767404,90.73,33.31,124.04,70.18
2026-07-07,shopify_orders,commerce,production,2063070,93.98,34.94,128.92,62.49
2026-07-07,subscription_events,growth,production,2654433,109.8,44.8,154.6,58.24
2026-07-07,warehouse_inventory,operations,production,1483837,93.08,29.87,122.95,82.86
2026-07-07,zendesk_tickets,support,production,311954,41.26,13.84,55.1,176.63
2026-07-08,google_ads,marketing,production,942928,70.12,20.83,90.94,96.44
2026-07-08,meta_ads,marketing,production,1206301,82.61,23.64,106.24,88.07
2026-07-08,netsuite_finance,finance,production,678601,92.99,16.56,109.55,161.44
2026-07-08,product_analytics,product,production,1709325,87.75,33.78,121.53,71.1
2026-07-08,shopify_orders,commerce,production,2156303,98.23,38.25,136.48,63.29
2026-07-08,subscription_events,growth,production,2590541,107.15,47.92,155.07,59.86
2026-07-08,warehouse_inventory,operations,production,1414171,88.71,28.29,117.0,82.73
2026-07-08,zendesk_tickets,support,production,390931,51.7,11.68,63.39,162.15
2026-07-09,google_ads,marketing,production,1012631,75.3,23.93,99.22,97.98
2026-07-09,meta_ads,marketing,production,1177225,80.61,21.7,102.31,86.91
2026-07-09,netsuite_finance,finance,production,685998,94.01,17.38,111.38,162.36
2026-07-09,product_analytics,product,production,1800960,92.45,34.12,126.57,70.28
2026-07-09,shopify_orders,commerce,production,2230101,101.59,38.06,139.65,62.62
2026-07-09,subscription_events,growth,production,2659557,110.01,49.2,159.21,59.86
2026-07-09,warehouse_inventory,operations,production,1249531,78.38,23.19,101.57,81.29
2026-07-09,zendesk_tickets,support,production,410863,54.34,14.37,68.71,167.23
2026-07-10,google_ads,marketing,production,913829,67.95,23.81,91.76,100.41
2026-07-10,meta_ads,marketing,production,1141157,78.14,25.32,103.46,90.66
2026-07-10,netsuite_finance,finance,production,734328,100.63,16.64,117.27,159.7
2026-07-10,product_analytics,product,production,1940026,99.59,34.98,134.56,69.36
2026-07-10,shopify_orders,commerce,production,2145205,97.73,40.82,138.55,64.59
2026-07-10,subscription_events,growth,production,2832422,117.16,45.82,162.98,57.54
2026-07-10,warehouse_inventory,operations,production,1303001,81.73,26.36,108.09,82.95
2026-07-10,zendesk_tickets,support,production,363228,48.04,15.94,63.98,176.14
2026-07-11,google_ads,marketing,production,712658,52.99,21.37,74.36,104.34
2026-07-11,meta_ads,marketing,production,887444,60.77,18.3,79.07,89.1
2026-07-11,netsuite_finance,finance,production,552806,75.75,19.39,95.15,172.12
2026-07-11,product_analytics,product,production,1412596,72.51,25.79,98.3,69.59
2026-07-11,shopify_orders,commerce,production,1791678,81.62,36.34,117.96,65.84
2026-07-11,subscription_events,growth,production,7059851,292.02,109.11,401.13,56.82
2026-07-11,warehouse_inventory,operations,production,1108062,69.51,25.18,94.69,85.46
2026-07-11,zendesk_tickets,support,production,266147,35.2,11.57,46.77,175.73
2026-07-12,google_ads,marketing,production,756975,56.29,21.33,77.62,102.54
2026-07-12,meta_ads,marketing,production,933891,63.95,20.53,84.48,90.46
2026-07-12,netsuite_finance,finance,production,513289,70.34,15.65,85.99,167.53
2026-07-12,product_analytics,product,production,1472705,75.6,32.34,107.93,73.29
2026-07-12,shopify_orders,commerce,production,2028063,92.39,35.02,127.41,62.82
2026-07-12,subscription_events,growth,production,2393098,98.99,44.82,143.81,60.09
2026-07-12,warehouse_inventory,operations,production,1144036,71.76,27.04,98.8,86.36
2026-07-12,zendesk_tickets,support,production,255880,33.84,13.99,47.83,186.92
2026-07-13,google_ads,marketing,production,962342,71.56,20.87,92.43,96.05
2026-07-13,meta_ads,marketing,production,1021252,69.93,22.25,92.19,90.27
2026-07-13,netsuite_finance,finance,production,675931,92.63,17.94,110.57,163.58
2026-07-13,product_analytics,product,production,1662097,85.32,29.73,115.06,69.23
2026-07-13,shopify_orders,commerce,production,2421194,110.3,45.42,155.72,64.32
2026-07-13,subscription_events,growth,production,2702819,111.8,45.84,157.64,58.32
2026-07-13,warehouse_inventory,operations,production,1331864,83.54,28.06,111.6,83.79
2026-07-13,zendesk_tickets,support,production,383298,50.69,12.06,62.75,163.71
2026-07-14,google_ads,marketing,production,956335,71.11,24.43,95.54,99.9
2026-07-14,meta_ads,marketing,production,1179808,80.79,26.84,107.63,91.23
2026-07-14,netsuite_finance,finance,production,713906,97.83,20.59,118.42,165.88
2026-07-14,product_analytics,product,production,1889301,96.98,36.66,133.65,70.74
2026-07-14,shopify_orders,commerce,production,2373584,108.13,39.62,147.75,62.25
2026-07-14,subscription_events,growth,production,3056167,126.41,50.73,177.14,57.96
2026-07-14,warehouse_inventory,operations,production,1376727,86.36,30.2,116.56,84.66
2026-07-14,zendesk_tickets,support,production,398276,52.68,16.75,69.42,174.3
2026-07-15,google_ads,marketing,production,1006197,74.82,20.67,95.49,94.9
2026-07-15,meta_ads,marketing,production,1124747,77.02,24.7,101.73,90.45
2026-07-15,netsuite_finance,finance,production,656194,89.92,15.91,105.83,161.28
2026-07-15,product_analytics,product,production,1616010,82.96,30.9,113.85,70.45
2026-07-15,shopify_orders,commerce,production,2021317,92.08,39.79,131.87,65.24
2026-07-15,subscription_events,growth,production,2594157,107.3,41.81,149.11,57.48
2026-07-15,warehouse_inventory,operations,production,1227865,77.02,27.83,104.85,85.39
2026-07-15,zendesk_tickets,support,production,410278,54.26,13.52,67.78,165.21
2026-07-16,google_ads,marketing,production,886855,65.95,20.92,86.87,97.95
2026-07-16,meta_ads,marketing,production,1069737,73.25,23.28,96.53,90.24
2026-07-16,netsuite_finance,finance,production,727334,99.67,17.57,117.24,161.19
2026-07-16,product_analytics,product,production,1776091,91.17,35.04,126.21,71.06
2026-07-16,shopify_orders,commerce,production,2289620,104.3,40.19,144.49,63.11
2026-07-16,subscription_events,growth,production,2677399,110.75,46.56,157.31,58.75
2026-07-16,warehouse_inventory,operations,production,1250286,78.43,28.48,106.91,85.51
2026-07-16,zendesk_tickets,support,production,397294,52.55,16.29,68.83,173.25
2026-07-17,google_ads,marketing,production,866188,64.41,19.8,84.2,97.21
2026-07-17,meta_ads,marketing,production,1099752,75.31,23.97,99.28,90.27
2026-07-17,netsuite_finance,finance,production,706209,96.78,15.11,111.89,158.44
2026-07-17,product_analytics,product,production,1786940,91.73,35.7,127.43,71.31
2026-07-17,shopify_orders,commerce,production,2395926,109.15,43.24,152.39,63.6
2026-07-17,subscription_events,growth,production,2522449,104.34,44.04,148.38,58.82
2026-07-17,warehouse_inventory,operations,production,1297952,81.42,29.27,110.68,85.27
2026-07-17,zendesk_tickets,support,production,371900,49.19,17.12,66.3,178.27
2026-07-18,google_ads,marketing,production,738199,54.89,19.83,74.73,101.23
2026-07-18,meta_ads,marketing,production,894957,61.29,19.14,80.42,89.86
2026-07-18,netsuite_finance,finance,production,455880,62.47,17.41,79.88,175.22
2026-07-18,product_analytics,product,production,3428081,175.97,56.58,232.55,67.84
2026-07-18,shopify_orders,commerce,production,1644641,74.92,31.3,106.23,64.59
2026-07-18,subscription_events,growth,production,2070360,85.64,34.07,119.71,57.82
2026-07-18,warehouse_inventory,operations,production,1015618,63.71,22.74,86.45,85.12
2026-07-18,zendesk_tickets,support,production,359899,47.6,11.77,59.37,164.96
2026-07-19,google_ads,marketing,production,686185,51.02,20.1,71.12,103.65
2026-07-19,meta_ads,marketing,production,858890,58.82,18.2,77.02,89.67
2026-07-19,netsuite_finance,finance,production,521239,71.43,12.32,83.75,160.67
2026-07-19,product_analytics,product,production,1531751,78.63,27.72,106.35,69.43
2026-07-19,shopify_orders,commerce,production,1833394,83.52,33.15,116.68,63.64
2026-07-19,subscription_events,growth,production,2401142,99.32,40.52,139.84,58.24
2026-07-19,warehouse_inventory,operations,production,1030538,64.64,23.31,87.96,85.35
2026-07-19,zendesk_tickets,support,production,308168,40.76,12.07,52.83,171.43
2026-07-20,google_ads,marketing,production,970128,72.14,19.81,91.94,94.77
2026-07-20,meta_ads,marketing,production,1148791,78.67,21.73,100.4,87.4
2026-07-20,netsuite_finance,finance,production,615894,84.4,15.07,99.47,161.51
2026-07-20,product_analytics,product,production,1545780,79.35,32.5,111.85,72.36
2026-07-20,shopify_orders,commerce,production,2224387,101.33,41.09,142.42,64.03
2026-07-20,subscription_events,growth,production,2598574,107.49,42.96,150.44,57.89
2026-07-20,warehouse_inventory,operations,production,1337088,83.87,27.2,111.07,83.07
2026-07-20,zendesk_tickets,support,production,366671,48.5,12.66,61.15,166.77
2026-07-21,google_ads,marketing,production,1006338,74.83,23.81,98.64,98.02
2026-07-21,meta_ads,marketing,production,1077297,73.77,26.17,99.94,92.77
2026-07-21,netsuite_finance,finance,production,608128,83.34,14.22,97.55,160.41
2026-07-21,product_analytics,product,production,1782131,91.48,35.84,127.32,71.44
2026-07-21,shopify_orders,commerce,production,1999453,91.09,39.17,130.25,65.14
2026-07-21,subscription_events,growth,production,2884439,119.31,48.5,167.81,58.18
2026-07-21,warehouse_inventory,operations,production,1213940,76.15,22.5,98.65,81.26
2026-07-21,zendesk_tickets,support,production,377316,49.9,14.85,64.76,171.63
2026-07-22,google_ads,marketing,production,989869,73.61,24.14,97.74,98.74
2026-07-22,meta_ads,marketing,production,1099357,75.28,26.6,101.89,92.68
2026-07-22,netsuite_finance,finance,production,654105,89.64,15.98,105.61,161.46
2026-07-22,product_analytics,product,production,1982695,101.78,34.27,136.05,68.62
2026-07-22,shopify_orders,commerce,production,1703785,77.62,29.99,107.6,63.15
2026-07-22,subscription_events,growth,production,2435473,100.74,43.56,144.3,59.25
2026-07-22,warehouse_inventory,operations,production,1341819,84.17,24.6,108.77,81.06
2026-07-22,zendesk_tickets,support,production,341662,45.19,14.32,59.51,174.18
2026-07-23,google_ads,marketing,production,929026,69.08,23.86,92.94,100.04
2026-07-23,meta_ads,marketing,production,1079029,73.89,26.65,100.54,93.18
2026-07-23,netsuite_finance,finance,production,587844,80.56,19.16,99.71,169.62
2026-07-23,product_analytics,product,production,1777685,91.25,36.88,128.13,72.08
2026-07-23,shopify_orders,commerce,production,2200777,100.26,40.62,140.88,64.01
2026-07-23,subscription_events,growth,production,2573903,106.47,45.79,152.26,59.16
2026-07-23,warehouse_inventory,operations,production,1281024,80.36,27.32,107.68,84.06
2026-07-23,zendesk_tickets,support,production,338518,44.77,14.92,59.69,176.33
2026-07-24,google_ads,marketing,production,816437,60.71,18.73,79.44,97.3
2026-07-24,meta_ads,marketing,production,1164950,79.77,22.14,101.92,87.49
2026-07-24,netsuite_finance,finance,production,629123,86.21,14.12,100.34,159.49
2026-07-24,product_analytics,product,production,1826870,93.78,34.75,128.53,70.36
2026-07-24,shopify_orders,commerce,production,2400623,109.36,39.04,148.4,61.82
2026-07-24,subscription_events,growth,production,2578286,106.65,45.01,151.65,58.82
2026-07-24,warehouse_inventory,operations,production,1403056,88.01,24.92,112.93,80.49
2026-07-24,zendesk_tickets,support,production,406927,53.82,11.98,65.8,161.7
2026-07-25,google_ads,marketing,production,823710,61.25,23.22,84.47,102.55
2026-07-25,meta_ads,marketing,production,934594,64.0,22.84,86.84,92.92
2026-07-25,netsuite_finance,finance,production,570949,78.24,14.53,92.77,162.48
2026-07-25,product_analytics,product,production,1572676,80.73,32.8,113.53,72.19
2026-07-25,shopify_orders,commerce,production,1623934,73.98,34.2,108.18,66.62
2026-07-25,subscription_events,growth,production,2467321,102.06,42.7,144.76,58.67
2026-07-25,warehouse_inventory,operations,production,1033581,64.83,24.62,89.46,86.55
2026-07-25,zendesk_tickets,support,production,270012,35.71,13.95,49.67,183.95
2026-07-26,google_ads,marketing,production,926846,68.92,18.3,87.21,94.09
2026-07-26,meta_ads,marketing,production,901612,61.74,19.52,81.26,90.13
2026-07-26,netsuite_finance,finance,production,495167,67.86,13.65,81.51,164.61
2026-07-26,product_analytics,product,production,1498844,76.94,28.62,105.56,70.43
2026-07-26,shopify_orders,commerce,production,1863208,84.88,35.59,120.47,64.66
2026-07-26,subscription_events,growth,production,2357354,97.51,38.45,135.96,57.67
2026-07-26,warehouse_inventory,operations,production,1037307,65.07,23.64,88.7,85.51
2026-07-26,zendesk_tickets,support,production,296882,39.27,12.19,51.45,173.3
2026-07-27,google_ads,marketing,production,937045,69.68,24.7,94.37,100.71
2026-07-27,meta_ads,marketing,production,1076739,73.73,22.32,96.05,89.2
2026-07-27,netsuite_finance,finance,production,687188,94.17,17.52,111.69,162.53
2026-07-27,product_analytics,product,production,1948945,100.05,35.16,135.2,69.37
2026-07-27,shopify_orders,commerce,production,2170931,98.9,38.41,137.31,63.25
2026-07-27,subscription_events,growth,production,2536025,104.9,43.41,148.31,58.48
2026-07-27,warehouse_inventory,operations,production,1306587,81.96,25.52,107.47,82.25
2026-07-27,zendesk_tickets,support,production,360932,47.74,13.07,60.81,168.48
2026-07-28,google_ads,marketing,production,809809,60.22,16.48,76.7,94.71
2026-07-28,meta_ads,marketing,production,1124501,77.0,25.09,102.1,90.8
2026-07-28,netsuite_finance,finance,production,636801,87.27,16.72,103.99,163.3
2026-07-28,product_analytics,product,production,1924970,98.82,34.25,133.07,69.13
2026-07-28,shopify_orders,commerce,production,2021606,92.1,39.82,131.91,65.25
2026-07-28,subscription_events,growth,production,2560204,105.9,41.5,147.4,57.57
2026-07-28,warehouse_inventory,operations,production,1280248,80.31,22.93,103.24,80.64
2026-07-28,zendesk_tickets,support,production,337055,44.58,11.24,55.81,165.58
2026-07-29,google_ads,marketing,production,873397,64.94,18.12,83.06,95.1
2026-07-29,meta_ads,marketing,production,1141542,78.17,27.57,105.74,92.63
2026-07-29,netsuite_finance,finance,production,749934,102.77,19.77,122.54,163.4
2026-07-29,product_analytics,product,production,1684458,86.47,31.52,117.99,70.05
2026-07-29,shopify_orders,commerce,production,2322622,105.81,39.07,144.88,62.38
2026-07-29,subscription_events,growth,production,2866293,118.56,46.56,165.12,57.61
2026-07-29,warehouse_inventory,operations,production,1584656,99.4,27.8,127.21,80.28
2026-07-29,zendesk_tickets,support,production,372935,49.32,17.09,66.41,178.07
2026-07-30,google_ads,marketing,production,952902,70.86,22.88,93.74,98.37
2026-07-30,meta_ads,marketing,production,1136951,77.86,27.9,105.75,93.01
2026-07-30,netsuite_finance,finance,production,691996,94.83,18.66,113.49,164.0
2026-07-30,product_analytics,product,production,1955582,100.39,33.46,133.85,68.45
2026-07-30,shopify_orders,commerce,production,2169004,98.81,41.88,140.69,64.86
2026-07-30,subscription_events,growth,production,2548121,105.4,45.39,150.79,59.18
2026-07-30,warehouse_inventory,operations,production,1231522,77.25,23.29,100.54,81.64
